community,has_airport,has_road_access,has_water_access,primary_access_modes,latitude,longitude,coastal,cat_tier_level,access_score,tier_justification,harbordock,stateferry,cargobarge,data_collection_date
adak,True,False,False,air,51.88,-176.6581,True,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
afognak,False,False,False,no_direct_access,58.0072,-152.7694,True,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
akhiok,True,False,False,air,56.9456,-154.17,True,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
akiachak,True,False,False,air,60.9094,-161.4314,False,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
akiak,True,False,False,air,60.9122,-161.2139,False,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
akutan,True,False,True,"air,water",54.1331,-165.7731,True,2,65,"Dual mode access (air,water) without year-round road",True,True,True,2025-12-20
alakanuk,True,False,False,air,62.6856,-164.6156,True,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
alatna,False,False,False,no_direct_access,66.5528,-152.8272,False,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
alcan border,False,True,False,road,62.6661,-141.0019,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
aleknagik,True,False,False,air,59.2792,-158.6206,False,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
aleneva,False,False,False,no_direct_access,58.0616,-152.9083,True,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
alexander creek,False,False,False,no_direct_access,61.5451,-150.6065,False,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
allakaket,True,False,False,air,66.5524,-152.6203,False,3,40,Single mode access (air) - limited transport options,False,False,False,2025-12-20
alpine,False,False,False,no_direct_access,70.3234,-150.9786,False,4,0,No direct scheduled access - requires charter or seasonal transport,True,False,True,2025-12-20
ambler,True,False,False,air,67.0861,-157.8514,False,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
anaktuvuk pass,True,False,False,air,68.1433,-151.735,False,3,40,Single mode access (air) - limited transport options,False,False,False,2025-12-20
anchor point,True,True,False,"air,road",59.7767,-151.8317,True,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
anchorage,True,True,False,"air,road",61.2181,-149.9003,True,1,75,"Full multimodal access (air,road) including road connectivity",True,False,True,2025-12-20
anderson,False,True,False,road,64.3449,-149.1856,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
andreafsky,False,False,False,no_direct_access,62.0586,-163.1694,True,4,0,No direct scheduled access - requires charter or seasonal transport,True,False,True,2025-12-20
angoon,True,False,True,"air,water",57.5033,-134.5839,True,2,65,"Dual mode access (air,water) without year-round road",True,True,True,2025-12-20
aniak,True,False,False,air,61.5767,-159.5225,False,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
anvik,True,False,False,air,62.6535,-160.2133,False,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
arctic,True,False,False,air,66.5625,-145.3194,False,3,40,Single mode access (air) - limited transport options,False,False,False,2025-12-20
atka,True,False,False,air,52.1967,-174.2006,True,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
atmautluak,True,False,False,air,60.8617,-162.2725,False,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
atqasuk,True,False,False,air,70.4811,-157.4208,False,3,40,Single mode access (air) - limited transport options,False,False,False,2025-12-20
attu,False,False,False,no_direct_access,52.9233,172.9117,True,4,0,No direct scheduled access - requires charter or seasonal transport,True,False,False,2025-12-20
ayakulik,False,False,False,no_direct_access,57.1667,-154.55,True,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
badger,False,True,False,road,64.8069,-147.5339,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
bear creek,True,True,False,"air,road",60.1647,-149.3961,False,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
beaver,True,False,False,air,66.3592,-147.3964,False,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
belkofski,False,False,False,no_direct_access,55.0883,-162.0319,True,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
beluga,True,False,False,air,61.1411,-151.0828,True,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
bethel,True,False,False,air,60.7922,-161.7558,True,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
bettles,True,False,False,air,66.9078,-151.5172,False,3,40,Single mode access (air) - limited transport options,False,False,False,2025-12-20
big delta,False,True,False,road,64.1525,-145.8422,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
big lake,True,True,False,"air,road",61.5264,-149.9536,False,1,75,"Full multimodal access (air,road) including road connectivity",True,False,False,2025-12-20
big salt,False,False,False,no_direct_access,65.8858,-150.2947,True,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
birch creek,True,False,False,air,66.2722,-145.8553,False,3,40,Single mode access (air) - limited transport options,False,False,False,2025-12-20
birchwood,True,True,False,"air,road",61.4147,-149.4617,False,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
boundary,True,True,False,"air,road",64.0781,-141.0017,False,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
brevig mission,True,False,False,air,65.3356,-166.4894,True,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
buckland,True,False,False,air,65.9806,-161.1194,True,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
buffalo soapstone,False,True,False,road,61.65,-149.2833,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
butte,False,True,False,road,61.5456,-149.0331,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
candle,True,False,False,air,65.9083,-161.925,False,3,40,Single mode access (air) - limited transport options,False,False,False,2025-12-20
cantwell,True,True,False,"air,road",63.3908,-148.9508,False,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
canyon,False,False,False,no_direct_access,61.9167,-163.75,False,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
cape lisburne,True,False,False,air,68.875,-166.0958,True,3,40,Single mode access (air) - limited transport options,False,False,False,2025-12-20
cape yakataga,False,False,False,no_direct_access,60.065,-142.3942,True,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
caswell,False,True,False,road,61.9194,-150.1833,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
central,True,True,False,"air,road",65.5725,-144.7928,False,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
chalkyitsik,True,False,False,air,66.6525,-143.7261,False,3,40,Single mode access (air) - limited transport options,False,False,False,2025-12-20
chase,False,False,False,no_direct_access,62.3167,-150.3167,False,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
chatanika,False,True,False,road,65.1353,-147.4714,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
chefornak,True,False,False,air,60.1558,-164.2689,True,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
chena hot springs,True,True,False,"air,road",65.0528,-146.0553,False,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
chena ridge,False,True,False,road,64.8117,-147.9281,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
chenega,True,False,True,"air,water",60.0714,-148.0122,True,2,65,"Dual mode access (air,water) without year-round road",True,True,False,2025-12-20
chevak,True,False,False,air,61.5278,-165.5864,False,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
chickaloon,True,True,False,"air,road",61.7969,-147.4489,False,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
chicken,True,True,False,"air,road",64.0733,-141.9372,False,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
chignik,True,False,True,"air,water",56.2958,-158.4022,True,2,65,"Dual mode access (air,water) without year-round road",True,True,True,2025-12-20
chignik lagoon,True,False,False,air,56.3117,-158.5356,True,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
chignik lake,True,False,False,air,56.255,-158.7744,True,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
chiniak,False,False,False,no_direct_access,57.6167,-152.2167,True,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
chisana,True,False,False,air,62.0667,-142.05,False,3,40,Single mode access (air) - limited transport options,False,False,False,2025-12-20
chistochina,True,True,False,"air,road",62.5667,-144.6667,False,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
chitina,True,True,False,"air,road",61.5161,-144.4353,False,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
chuathbaluk,True,False,False,air,61.5789,-159.2219,False,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
chugiak,True,True,False,"air,road",61.3878,-149.4839,False,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
chuloonawick,False,False,False,no_direct_access,62.1778,-163.1361,True,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
circle,True,True,False,"air,road",65.8258,-144.0606,False,1,75,"Full multimodal access (air,road) including road connectivity",False,False,True,2025-12-20
circle hot springs,True,True,False,"air,road",65.4833,-144.6333,False,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
clam gulch,True,True,False,"air,road",60.2333,-151.3833,True,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
clark's point,False,False,False,no_direct_access,58.8456,-158.5508,True,4,0,No direct scheduled access - requires charter or seasonal transport,True,False,True,2025-12-20
clear,True,True,False,"air,road",64.3017,-149.1197,False,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
coffman cove,True,False,True,"air,water",56.0128,-132.8269,True,2,65,"Dual mode access (air,water) without year-round road",True,False,True,2025-12-20
cohoe,False,True,False,road,60.3681,-151.3053,True,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
cold bay,True,False,True,"air,water",55.2064,-162.7181,True,2,65,"Dual mode access (air,water) without year-round road",True,True,True,2025-12-20
coldfoot,True,True,False,"air,road",67.2522,-150.1772,False,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
college,False,True,False,road,64.8569,-147.8028,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
cooper landing,True,True,False,"air,road",60.4894,-149.8347,False,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
copper center,True,True,False,"air,road",61.9581,-145.3042,False,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
copperville,False,True,False,road,61.9,-145.3333,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
cordova,True,False,True,"air,water",60.5425,-145.7575,True,2,65,"Dual mode access (air,water) without year-round road",True,True,True,2025-12-20
council,True,False,False,air,64.8917,-163.6794,False,3,40,Single mode access (air) - limited transport options,False,False,False,2025-12-20
covenant life,False,True,False,road,60.515,-151.2806,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
craig,True,False,False,air,55.4758,-133.1481,True,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
crooked creek,True,False,False,air,61.8683,-158.1083,False,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
crown point,False,True,False,road,55.4833,-133.2833,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
cube cove,False,False,False,no_direct_access,59.424076,-134.131129,False,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
deering,True,False,False,air,66.0739,-162.7222,True,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
delta junction,True,True,False,"air,road",64.0378,-145.7322,False,1,75,"Full multimodal access (air,road) including road connectivity",False,False,True,2025-12-20
deltana,False,True,False,road,63.8667,-145.2333,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
dillingham,True,False,False,air,59.0397,-158.4575,False,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
diomede,True,False,False,air,65.7583,-168.9528,True,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
dot lake,False,True,False,road,63.6647,-144.0567,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
douglas,False,False,False,no_direct_access,58.2775,-134.3947,False,4,0,No direct scheduled access - requires charter or seasonal transport,True,False,False,2025-12-20
dry creek,False,True,False,road,63.75,-145.0,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
dyea,False,True,False,road,59.5083,-135.3667,False,3,35,Single mode access (road) - limited transport options,False,False,True,2025-12-20
eagle,True,True,False,"air,road",64.7878,-141.2003,False,1,75,"Full multimodal access (air,road) including road connectivity",False,False,True,2025-12-20
eagle river,True,True,False,"air,road",61.3214,-149.5683,False,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
eareckson,False,False,False,no_direct_access,52.712299,174.113998,True,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,True,2025-12-20
edna bay,False,False,False,no_direct_access,55.9467,-133.6622,True,4,0,No direct scheduled access - requires charter or seasonal transport,True,False,False,2025-12-20
eek,True,False,False,air,60.2178,-162.0261,False,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
egegik,True,False,False,air,58.2156,-157.3758,True,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
eklutna,False,True,False,road,61.4614,-149.3644,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
ekuk,True,False,False,air,58.8167,-158.5667,True,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
ekwok,True,False,False,air,59.3539,-157.4756,False,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
elfin cove,True,False,False,air,58.1942,-136.3433,True,3,40,Single mode access (air) - limited transport options,True,False,False,2025-12-20
elim,True,False,False,air,64.6175,-162.2611,True,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
emmonak,True,False,False,air,62.7778,-164.5231,False,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
ester,False,True,False,road,64.8464,-148.0106,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
ester dome,False,True,False,road,64.8833,-148.0667,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
eureka roadhouse,False,True,False,road,61.9394,-147.1656,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
evansville,False,False,False,no_direct_access,66.9167,-151.5167,False,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
excursion inlet,True,False,False,air,58.4206,-135.4339,True,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
eyak,False,False,False,no_direct_access,60.5456,-145.5939,False,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
fairbanks,True,True,False,"air,road",64.8378,-147.7164,False,1,75,"Full multimodal access (air,road) including road connectivity",False,False,True,2025-12-20
false pass,True,False,True,"air,water",54.8533,-163.4106,True,2,65,"Dual mode access (air,water) without year-round road",True,True,True,2025-12-20
ferry,False,True,False,road,63.8833,-149.0667,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
fishhook,False,True,False,road,61.7481,-149.2372,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
flat,True,False,False,air,62.4533,-158.0058,False,3,40,Single mode access (air) - limited transport options,False,False,False,2025-12-20
fort glenn,False,False,False,no_direct_access,53.377500,-167.947778,True,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
fort greely,False,True,False,road,63.9786,-145.7283,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
fort wainwright,False,True,False,road,64.8383,-147.6531,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
