frn,provider_id,brand_name,location_id,technology,max_advertised_download_speed,max_advertised_upload_speed,low_latency,business_residential_code,state_usps,block_geoid,h3_res8_id
0018506568,131425,Verizon,1374707451,71,50,6,1,B,AK,020900012002017,880d5a9331fffff
0018506568,131425,Verizon,1374707726,71,50,6,1,B,AK,020900017001014,880d584d17fffff
0018506568,131425,Verizon,1528480008,71,50,6,1,B,AK,020900010002061,880d5a91a7fffff
0004991444,130081,ALASKA COMMUNICATIONS,1015239811,71,100,20,1,R,AK,021220004002019,880c551831fffff
0004991444,130081,ALASKA COMMUNICATIONS,1015242042,71,150,50,1,R,AK,021220005004014,880c555447fffff
0004991444,130081,ALASKA COMMUNICATIONS,1108933980,71,50,10,1,R,AK,022400004003040,880d5b969bfffff
0005937974,130077,AT&T,1051724446,71,10,1,1,B,AK,021700006012004,880c73bb3dfffff
0005937974,130077,AT&T,1314937922,71,10,1,1,B,AK,020200025024007,880c73388dfffff
0005937974,130077,AT&T,1314942942,71,10,1,1,B,AK,020200019003002,880c733819fffff
0005937974,130077,AT&T,1314957849,71,10,1,1,B,AK,020200013003008,880c73380dfffff
0005937974,130077,AT&T,1314977314,71,10,1,1,B,AK,020200028121014,880c732145fffff
0005937974,130077,AT&T,1314981247,71,10,1,1,B,AK,020200010004010,880c73384bfffff
0005937974,130077,AT&T,1314984291,71,10,1,1,B,AK,020200023011027,880c7339cbfffff
0018506568,131425,Verizon,1374686286,71,50,6,1,B,AK,020900014023009,880d5a90a9fffff
0018506568,131425,Verizon,1374694458,71,50,6,1,B,AK,020900019012011,880d5e6ec3fffff
0018506568,131425,Verizon,1374911082,71,50,6,1,B,AK,021700001022024,880c7071b7fffff
0018506568,131425,Verizon,1051683363,71,50,6,1,B,AK,021700005011007,880c73129bfffff
0018506568,131425,Verizon,1314973039,71,50,6,1,B,AK,020200008014005,880c733ac1fffff
0018506568,131425,Verizon,1314988069,71,50,6,1,B,AK,020200011001031,880c733849fffff
0018506568,131425,Verizon,1374681952,71,50,6,1,B,AK,020900004002017,880d5a9131fffff
0018506568,131425,Verizon,1374683823,71,50,6,1,B,AK,020900010002056,880d5a91a5fffff
0018506568,131425,Verizon,1374694401,71,50,6,1,B,AK,020900006001017,880d5a9125fffff
0018506568,131425,Verizon,1374874375,71,50,6,1,B,AK,021700005023025,880c7310cdfffff
0018506568,131425,Verizon,1314992183,71,50,6,1,B,AK,020200027124003,880c7338bbfffff
0022113310,260068,TheSnowCloud,1063324360,71,200,30,1,X,AK,021100005003013,88139e0365fffff
0022113310,260068,TheSnowCloud,1063334344,71,200,30,1,X,AK,021100005002066,88139e0361fffff
0004991444,130081,ALASKA COMMUNICATIONS,1374778228,71,100,20,1,R,AK,021220004003050,880c551903fffff
0005937974,130077,AT&T,1015246379,71,10,1,1,B,AK,021220007022026,880c555559fffff
0005937974,130077,AT&T,1046979777,71,10,1,1,B,AK,020900014022047,880d5a9727fffff
0005937974,130077,AT&T,1046994220,71,10,1,1,B,AK,020900010001009,880d5a9855fffff
0005937974,130077,AT&T,1063334344,71,10,1,1,B,AK,021100005002066,88139e0361fffff
0005937974,130077,AT&T,1314942029,71,10,1,1,B,AK,020200025013009,880c7338e1fffff
0005937974,130077,AT&T,1314953283,71,10,1,1,B,AK,020200017324002,880c7331a1fffff
0005937974,130077,AT&T,1314958617,71,10,1,1,B,AK,020200023021001,880c7339d9fffff
0005937974,130077,AT&T,1314969694,71,10,1,1,B,AK,020200012005013,880c733841fffff
0005937974,130077,AT&T,1314994655,71,10,1,1,B,AK,020200023012015,880c733989fffff
0005937974,130077,AT&T,1315007733,71,10,1,1,B,AK,020200028232011,880c732117fffff
0018506568,131425,Verizon,1047005171,71,50,6,1,B,AK,020900006002028,880d5a9a17fffff
0018506568,131425,Verizon,1051754588,71,50,6,1,B,AK,021700004022016,880c73d5b1fffff
0018506568,131425,Verizon,1314937873,71,50,6,1,B,AK,020200025024007,880c73388dfffff
0018506568,131425,Verizon,1314943683,71,50,6,1,B,AK,020200025024010,880c73388dfffff
0018506568,131425,Verizon,1374685247,71,50,6,1,B,AK,020900002003002,880d5a9ac1fffff
0018506568,131425,Verizon,1374887910,71,50,6,1,B,AK,021700004022016,880c73c60dfffff
0022113310,260068,TheSnowCloud,1063325178,71,200,30,1,X,AK,021100001002000,88139ec589fffff
0022113310,260068,TheSnowCloud,1063329977,71,200,30,1,X,AK,021100004001018,88139e1a1dfffff
0022113310,260068,TheSnowCloud,1063331982,71,200,30,1,X,AK,021100006001015,88139e1ab7fffff
0022113310,260068,TheSnowCloud,1528485887,71,200,30,1,X,AK,021050004001051,88139328d3fffff
0004991444,130081,ALASKA COMMUNICATIONS,1015191185,71,100,20,1,R,AK,021220008003031,880c51cb61fffff
0004991444,130081,ALASKA COMMUNICATIONS,1015201295,71,50,10,1,R,AK,021220009001014,880c51c887fffff
0004991444,130081,ALASKA COMMUNICATIONS,1015219321,71,100,20,1,R,AK,021220002004003,880c55c807fffff
0004991444,130081,ALASKA COMMUNICATIONS,1015229212,71,50,10,1,R,AK,021220008001000,880c50a447fffff
0004991444,130081,ALASKA COMMUNICATIONS,1015229227,71,50,10,1,R,AK,021220008001000,880c50a46bfffff
0004991444,130081,ALASKA COMMUNICATIONS,1015236793,71,100,20,1,R,AK,021220004001101,880c55036bfffff
0004991444,130081,ALASKA COMMUNICATIONS,1015239809,71,100,20,1,R,AK,021220004002018,880c55183bfffff
0018506568,131425,Verizon,1412543317,71,50,6,1,B,AK,021700001011142,880c73c0d1fffff
0018506568,131425,Verizon,1412543626,71,50,6,1,B,AK,021700001011164,880c72a98dfffff
0018506568,131425,Verizon,1046974138,71,50,6,1,B,AK,020900002001001,880d5a9ac5fffff
0018506568,131425,Verizon,1046974610,71,50,6,1,B,AK,020900003002012,880d5a9ad5fffff
0018506568,131425,Verizon,1374680833,71,50,6,1,B,AK,020900010002065,880d5a91a3fffff
0018506568,131425,Verizon,1374685647,71,50,6,1,B,AK,020900010002009,880d5a9ad7fffff
0018506568,131425,Verizon,1374687504,71,50,6,1,B,AK,020900016002005,880d5a9519fffff
0018506568,131425,Verizon,1374910317,71,50,6,1,B,AK,021700001022070,880c706363fffff
0004991444,130081,ALASKA COMMUNICATIONS,1108933708,71,50,10,1,R,AK,022400004003040,880d5b9697fffff
0005937974,130077,AT&T,1015206346,71,10,1,1,B,AK,021220009001003,880c51ce2dfffff
